SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,EXT_SOURCE_2,EXT_SOURCE_3,nan_EXT_SOURCE_1
152683,Cash loans,2,0,1,0,135000.0,297130.5,15300.0,256500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,60.15890410958904,,0.7871481621136136,,1
425277,Cash loans,2,0,1,1,85500.0,106974.0,12825.0,94500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,35.679452054794524,1.6356164383561644,0.3894478619529545,0.5442347412142162,1
255321,Cash loans,2,0,0,0,270000.0,1303200.0,46939.5,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,56.76986301369863,,0.7029288768139828,0.5046813193144684,0
192917,Cash loans,1,0,1,0,450000.0,654498.0,26086.5,585000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,50.26027397260274,19.578082191780823,0.5566461614106536,0.7136313997323308,1
132378,Cash loans,1,0,1,1,135000.0,781920.0,25969.5,675000.0,"Spouse, partner",Working,Lower secondary,Married,House / apartment,38.68219178082192,10.443835616438356,0.5340896776093778,,1
172582,Cash loans,2,0,1,2,90000.0,227520.0,10606.5,180000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,37.827397260273976,17.96164383561644,0.5609322307337177,0.5226973172821112,1
389828,Cash loans,2,0,1,0,78750.0,259794.0,27292.5,229500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,54.23013698630137,6.64931506849315,0.7264749057698595,,0
327086,Cash loans,2,0,1,0,90000.0,448056.0,17019.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,54.69041095890411,0.5643835616438356,0.4016657775246821,0.4382813743111921,1
258548,Cash loans,2,0,1,0,58500.0,123993.0,8946.0,103500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,66.95342465753424,,0.3943412554065274,0.622922000268356,1
295309,Cash loans,2,0,0,1,67500.0,675000.0,26154.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,28.578082191780823,2.8767123287671232,0.0934453265892372,,1
209341,Cash loans,2,0,0,0,67500.0,509922.0,28602.0,472500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,38.967123287671235,5.282191780821917,0.6832057862621186,0.5316861425197883,0
176383,Cash loans,2,0,1,0,121500.0,508495.5,21672.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,22.326027397260273,3.9506849315068493,0.5833680881686577,,0
217608,Cash loans,2,0,1,4,202500.0,900000.0,26316.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,32.21917808219178,8.498630136986302,0.3369332222300251,0.2807895743848605,0
403640,Cash loans,2,0,0,1,135000.0,1125000.0,33025.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,39.013698630136986,1.7753424657534247,0.1339878193734861,0.5028782772082183,0
363593,Cash loans,1,1,0,0,135000.0,254700.0,25321.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,52.38904109589041,1.358904109589041,0.7067729491020163,,1
133188,Cash loans,2,0,1,0,67500.0,107820.0,7632.0,90000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,65.62465753424658,,0.6408010082361401,0.6545292802242897,1
372281,Cash loans,2,0,0,0,45000.0,225000.0,15165.0,225000.0,Children,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66.15068493150685,,0.7109878397953256,0.7421816117614419,1
136443,Cash loans,1,1,1,0,225000.0,1125000.0,36292.5,1125000.0,Family,Working,Secondary / secondary special,Married,House / apartment,35.347945205479455,0.6657534246575343,0.6925390354030491,0.7862666146611379,1
271182,Cash loans,2,1,0,0,135000.0,485901.0,24808.5,369000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,27.07123287671233,4.580821917808219,0.5180784898067052,,0
168571,Cash loans,1,1,1,2,135000.0,273636.0,18414.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,32.83561643835616,2.3095890410958906,0.57639470505196,0.5567274263630174,0
227453,Cash loans,1,1,1,0,112500.0,170640.0,9657.0,135000.0,Family,Working,Secondary / secondary special,Married,House / apartment,49.33972602739726,3.9068493150684933,0.5349112483379157,,0
155552,Cash loans,2,1,0,0,360000.0,2250000.0,70650.0,2250000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,45.5972602739726,4.353424657534247,0.7528022896590788,0.5406544504453575,1
236030,Cash loans,2,1,1,0,207000.0,1125000.0,47794.5,1125000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,36.09315068493151,7.23013698630137,0.6523881817476682,0.7958031328748403,1
436910,Cash loans,2,1,1,0,157500.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,43.85205479452055,8.791780821917808,0.7106642045884236,0.3689687382528466,0
100600,Cash loans,2,0,1,2,112500.0,1237684.5,47272.5,1138500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,40.413698630136984,22.172602739726027,0.2297064416266523,0.5136937663039473,0
249897,Cash loans,2,0,1,2,292500.0,942300.0,30528.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,37.40547945205479,2.1452054794520548,0.6900376764179961,0.4956658291397297,0
129489,Cash loans,2,0,1,0,180000.0,180000.0,14350.5,180000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,26.947945205479453,4.3780821917808215,0.0906871939719972,0.2079641743053816,1
342458,Cash loans,2,0,1,0,67500.0,495000.0,16488.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,33.9013698630137,4.958904109589041,0.4791905057066889,0.5989262182569273,0
288707,Cash loans,1,1,1,0,450000.0,540000.0,56835.0,540000.0,Unaccompanied,Working,Higher education,Married,House / apartment,29.975342465753425,11.03013698630137,0.7201292009245338,0.5460231970049609,0
138257,Cash loans,2,0,1,0,90000.0,808650.0,23773.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,Municipal apartment,62.14794520547945,,0.5952385135172323,0.5971924268337128,1
435736,Cash loans,1,1,0,2,270000.0,493497.0,50566.5,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,38.09315068493151,3.3945205479452056,0.708920990618269,,1
142730,Cash loans,2,0,1,1,72000.0,677664.0,22527.0,585000.0,Family,Working,Higher education,Married,House / apartment,43.013698630136986,12.904109589041095,0.6306836998705059,0.7700870700124128,1
150511,Cash loans,1,1,1,0,1125000.0,1125000.0,47794.5,1125000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,60.07123287671233,26.09315068493151,0.3805013310509752,0.1473459180275725,1
149031,Cash loans,1,1,1,0,270000.0,1078200.0,38200.5,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,42.75616438356165,0.4986301369863014,0.4814284529808036,0.1161249142719599,1
386180,Cash loans,2,1,1,0,225000.0,990000.0,29074.5,990000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,40.78356164383562,1.4712328767123288,0.7286983662403449,0.2067786544915716,1
353715,Revolving loans,2,0,1,1,90000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,35.583561643835615,12.953424657534246,0.6030113285954993,0.7476633896301825,0
211090,Cash loans,2,0,1,0,126000.0,781920.0,34573.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,57.63835616438356,,0.5691387455564032,0.6801388218428291,1
338970,Cash loans,1,1,0,0,450000.0,447768.0,45319.5,405000.0,Unaccompanied,Working,Higher education,Married,House / apartment,47.912328767123284,5.846575342465753,0.7748529551854132,0.3233112448967859,1
128714,Cash loans,2,0,1,0,90000.0,450000.0,22018.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,37.95342465753425,10.101369863013698,0.4370636169674997,0.180887977767074,1
434653,Cash loans,2,0,1,0,144000.0,523237.5,19854.0,432000.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,47.76164383561644,6.306849315068493,0.1299549787331503,,1
293080,Cash loans,2,0,0,0,90000.0,270000.0,14778.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,25.5972602739726,3.728767123287671,0.3760938143320277,0.2525986978339766,0
349027,Cash loans,2,0,1,0,112500.0,104256.0,10813.5,90000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,59.14794520547945,,0.6217316274377589,0.7969726818373722,1
230351,Cash loans,2,0,1,0,135000.0,755190.0,36459.0,675000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,59.11780821917808,15.449315068493151,0.7036726589058241,0.5919766183185521,1
199291,Cash loans,2,1,1,0,112500.0,540000.0,19525.5,540000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,23.70958904109589,1.1863013698630136,0.5826291288957254,0.3474182272002641,0
257379,Cash loans,2,0,1,3,121500.0,314100.0,16573.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,29.96164383561644,1.5315068493150685,0.0313287861499392,0.248535557339522,1
389639,Revolving loans,1,1,1,2,292500.0,1350000.0,67500.0,1350000.0,Unaccompanied,Working,Higher education,Married,House / apartment,43.54246575342466,7.156164383561644,0.547074162454512,0.7636399214572418,0
135040,Cash loans,2,0,1,0,207000.0,472500.0,44991.0,454500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,57.657534246575345,10.654794520547945,0.6070716038273544,0.4812493411434029,1
220976,Cash loans,2,0,1,0,360000.0,589500.0,21303.0,589500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,49.8986301369863,9.161643835616438,0.5955861898639844,0.3092753558842053,0
421064,Cash loans,1,1,0,0,263281.5,1467612.0,59904.0,1350000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,27.991780821917807,2.3698630136986303,0.7554903761469001,0.2127563054543414,0
112759,Cash loans,1,0,0,0,157500.0,679500.0,28786.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,37.88767123287671,1.9863013698630136,0.7287761760552836,0.5638350489514956,1
295537,Cash loans,1,0,1,1,157500.0,253737.0,27054.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,42.56438356164384,4.909589041095891,0.4197267775131229,,1
246759,Cash loans,2,1,0,0,247500.0,1305000.0,42097.5,1305000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,54.5013698630137,9.610958904109589,0.6379572839777337,0.7338145369642702,0
130923,Cash loans,2,0,0,0,342000.0,746280.0,59094.0,675000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,51.52328767123288,0.8849315068493151,0.6203987141624281,0.0320695368599905,0
283419,Cash loans,2,0,1,2,157500.0,562981.5,30672.0,486000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,47.035616438356165,3.2246575342465755,0.4691749329891629,0.4329616670974407,0
100804,Cash loans,2,0,1,2,157500.0,407727.0,32341.5,333000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,33.42465753424658,2.0082191780821916,0.1323571132252415,0.0724966767537821,1
411372,Cash loans,2,0,0,1,180000.0,808650.0,21460.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,38.12054794520548,13.745205479452055,0.3835885789299821,0.7981372313187245,0
351101,Cash loans,2,0,1,0,135000.0,358213.5,23022.0,324000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,60.63013698630137,,0.6367290646525675,0.3296550543128238,1
224248,Cash loans,2,0,0,0,211954.5,1350000.0,39645.0,1350000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,24.33150684931507,1.8684931506849316,0.4794088067128848,,1
336412,Cash loans,1,0,1,2,171000.0,373311.0,20380.5,283500.0,Unaccompanied,Working,Higher education,Married,House / apartment,32.97260273972603,3.9424657534246577,0.6172677632950178,0.190705947811054,0
184279,Revolving loans,1,0,1,2,135000.0,270000.0,13500.0,270000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,38.66849315068493,15.610958904109589,0.7632813065246986,0.6092756673894402,1
395172,Cash loans,2,0,1,0,382500.0,1762110.0,48586.5,1575000.0,Family,State servant,Secondary / secondary special,Civil marriage,House / apartment,38.298630136986304,4.887671232876713,0.380738472424834,0.5531646987710016,0
101597,Cash loans,2,0,1,0,252000.0,1093500.0,33151.5,1093500.0,Unaccompanied,Working,Higher education,Married,House / apartment,54.84931506849315,14.805479452054794,0.6389264569538123,0.6626377922738201,1
391006,Cash loans,1,0,1,1,243000.0,814041.0,21474.0,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36.56164383561644,14.454794520547946,0.5405860931273462,0.3108182544189319,0
279374,Revolving loans,2,0,1,0,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,22.87945205479452,1.9205479452054794,0.591196451629396,,0
332794,Cash loans,2,1,1,1,135000.0,364896.0,24813.0,315000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,48.47397260273973,4.926027397260274,0.4385814397317904,,1
122230,Cash loans,2,0,1,1,270000.0,1190434.5,38403.0,1039500.0,Family,Working,Higher education,Married,House / apartment,31.087671232876712,0.7287671232876712,0.5498090239118268,0.7530673920730478,0
187341,Cash loans,1,0,0,0,180000.0,814041.0,26257.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,43.07123287671233,10.312328767123288,0.6542553997306939,0.3280631605201915,0
333240,Cash loans,2,0,1,0,117000.0,797557.5,26487.0,688500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,53.23013698630137,20.432876712328767,0.6463137651708536,,1
116733,Cash loans,2,0,1,0,99000.0,518562.0,20421.0,463500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.83013698630137,,0.5981170959017046,,1
425004,Cash loans,2,0,1,0,225000.0,583834.5,32728.5,504000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,41.63013698630137,11.956164383561644,0.4551629026598695,,1
120386,Cash loans,1,0,1,1,90000.0,142632.0,15358.5,126000.0,Family,Working,Secondary / secondary special,Married,House / apartment,29.101369863013698,2.7726027397260276,0.3177732664710244,0.5046813193144684,1
342047,Cash loans,2,1,1,1,270000.0,801274.5,44869.5,733500.0,Unaccompanied,Working,Higher education,Married,House / apartment,33.74520547945205,9.326027397260274,0.0747206703183414,0.2301588968634147,0
364477,Cash loans,2,0,0,1,450000.0,1350000.0,50031.0,1350000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,43.38630136986301,7.134246575342465,0.6580542959382628,0.3706496323299817,1
369189,Cash loans,2,0,0,0,157500.0,675000.0,32602.5,675000.0,Unaccompanied,Working,Higher education,Single / not married,Rented apartment,32.71780821917808,3.9506849315068493,0.4938027413093714,0.1684161714286957,0
125607,Cash loans,1,1,0,0,135000.0,936000.0,54855.0,936000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,45.54794520547945,1.1123287671232878,0.5960074871174605,0.7610263695502636,1
117131,Cash loans,2,0,1,0,274500.0,1102171.5,46827.0,945000.0,Unaccompanied,Working,Higher education,Married,House / apartment,30.797260273972604,4.504109589041096,0.3490994816263582,0.6817058776720116,0
192912,Cash loans,1,0,0,0,234000.0,450000.0,21888.0,450000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,52.04109589041096,15.698630136986301,0.6024353525023267,0.3656165070113335,1
286828,Revolving loans,2,0,1,1,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,23.673972602739727,1.7013698630136986,0.4707764033478713,0.0629485766899647,0
348294,Cash loans,2,0,1,0,225000.0,296280.0,19062.0,225000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,23.13972602739726,3.2904109589041095,0.6841279846388156,0.2445163919946749,1
400857,Cash loans,2,1,0,0,108000.0,369720.0,10723.5,292500.0,Family,State servant,Higher education,Separated,House / apartment,28.27123287671233,0.8,0.5157631849044966,0.4650692149562261,0
116291,Cash loans,1,1,1,0,135000.0,315000.0,10021.5,315000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,26.427397260273974,5.991780821917808,0.7683519928834999,0.746300213050371,1
382494,Cash loans,1,1,1,2,292500.0,900000.0,45954.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,27.578082191780823,2.4657534246575343,0.5913866989491036,0.2896112383820055,1
171031,Cash loans,1,1,0,0,202500.0,654498.0,24385.5,585000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,30.293150684931508,2.9397260273972603,0.5437940127558781,0.6801388218428291,0
405233,Cash loans,2,0,0,0,180000.0,314100.0,21375.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.4986301369863,3.6246575342465754,0.6070663876166917,,0
186353,Cash loans,2,0,1,0,193500.0,663093.0,19516.5,553500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,51.06849315068493,8.624657534246575,0.718946532608699,0.5262949398096192,1
323344,Cash loans,1,1,1,0,135000.0,514777.5,31621.5,477000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,59.271232876712325,27.726027397260275,0.7212296891066754,0.3523399726917038,1
165653,Cash loans,2,0,1,0,144000.0,292500.0,12523.5,292500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,51.175342465753424,17.838356164383562,0.4993239888925642,0.501075160239048,1
214216,Cash loans,2,1,1,0,90000.0,232344.0,11992.5,157500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,39.64657534246575,17.457534246575342,0.4566220524842607,0.108924403541012,0
306319,Cash loans,1,0,1,0,67500.0,170640.0,10435.5,135000.0,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58.0027397260274,,0.4568662215712845,0.8193176922872417,1
239863,Cash loans,2,0,1,0,126000.0,254700.0,25321.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,25.561643835616437,3.2164383561643834,0.4971481949590505,0.4848514754962666,0
410514,Cash loans,2,0,1,0,135000.0,585000.0,18684.0,585000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,Municipal apartment,57.23013698630137,,0.7370967058986762,,1
222456,Cash loans,2,0,0,0,58500.0,314100.0,16573.5,225000.0,Children,Pensioner,Secondary / secondary special,Separated,House / apartment,57.10958904109589,,0.0489927700237426,,1
128367,Cash loans,2,0,1,0,90000.0,254700.0,14350.5,225000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,66.51506849315068,,0.3295191039531129,0.7338145369642702,1
154632,Cash loans,1,0,1,2,123750.0,545040.0,26640.0,450000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,39.964383561643835,18.28767123287671,0.0612924063429335,,0
201805,Revolving loans,1,1,1,0,270000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,53.16712328767123,2.873972602739726,0.4288980593216899,0.2366108235287817,0
329348,Revolving loans,1,1,1,0,99000.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Higher education,Married,House / apartment,35.14794520547945,1.5287671232876712,0.5882441576664376,0.6178261467332483,1
240766,Cash loans,1,1,1,1,180000.0,270000.0,10179.0,270000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,37.07397260273972,1.0684931506849316,0.5149439239817021,0.6940926425266661,0
